File ID,File Name,Run Metadata ID,Protocol,Study Name,PDC Study ID,PDC Study Version,Study ID,Project Name,Data Category,File Type,Access,File Size (in bytes),Md5sum,Downloadable,File Download Link
"00e7866e-835c-4d20-b3af-aca074ea373d","20190426_NCC_TMT10_21set_Frac_13.mzid.gz","20190426_NCC_TMT10_21set","ICC protocol KBSI","NCC iCC - Proteome","PDC000356","1","99ad4da6-c76a-41a5-a92b-8719bacf5712","National Cancer Center Korea - iCC","Peptide Spectral Matches","Open Standard","Open","5976484","15e2b142d72f5c28836a75d03738441b","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/356/PSM/mzid/20190426_NCC_TMT10_21set_Frac_13.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzM1Ni9QU00vbXppZC8yMDE5MDQyNl9OQ0NfVE1UMTBfMjFzZXRfRnJhY18xMy5temlkLmd6IiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNzYzODg0NTIyfX19XX0_&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=AtkgcIjwv9Hn8AkWvtVaLRJt-LTEuOCw0nyb-hSn~EhBhT1GrujW0xvi36ipwV6y2c5BpouIWRJjz598GYkSlGht~3D78zrinVXM6VfyYpxwQx~tCwvPbrw66lP9U2vW4nryOsAI1PNI0Sc8l--3UjqEJ9-orGORHSMMeCQoRJHvdVFBpJ0krW-CcruqP0k2LDKPq9H1B19oWeUW~~hqGyVYPzg5rxqsYgrHjnvuwHGgoDuh3ct27kKtiBd8ktg0axUqS1hjbwTEH1DDeeuCBnyVnn9mzq24bZk-sel500xjPG4vECWESj4UU7LyxPvch2ulwXnTnYqNAZuDs1Xp0Q__"
"0117bc56-cbac-4a40-86d7-c800ecdd48b7","20190426_NCC_TMT10_21set_Frac_06.mzid.gz","20190426_NCC_TMT10_21set","ICC protocol KBSI","NCC iCC - Proteome","PDC000356","1","99ad4da6-c76a-41a5-a92b-8719bacf5712","National Cancer Center Korea - iCC","Peptide Spectral Matches","Open Standard","Open","883394","07232c530c0f85d8065c72ce8a5fbff7","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/356/PSM/mzid/20190426_NCC_TMT10_21set_Frac_06.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzM1Ni9QU00vbXppZC8yMDE5MDQyNl9OQ0NfVE1UMTBfMjFzZXRfRnJhY18wNi5temlkLmd6IiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNzYzODg0NTIyfX19XX0_&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ap5NhNARTyNNjyZm2UNS~h0HofBfUGli7RMpymzlaHd7xSwUu4YITxY46ILUI9-nUCWeH-N9yJnEqHpqZNc4tVELU~xowb1cn8SFwpyjhpWKjPR-DL0ocHgRWPKUj7oYbqSLsXRLF7OFzKjj5RClNTYZQztP4hemOAK0xWumPdTaBsq-9RkCgrUQ7~mygJDqLTxVEDi6sSg~Ctz0RVFnePUJWLGYFWZKTUVXW68LwpwRdlpKAkxBlHeJ-DPAPiGVjyg3PM45Napjze~8VnuX7ByxR5P4-cYcuc9YGURkSyw9H6JwHcteOSsnXSNJ74oMNGR3xMvRAWOdPsNQ~lcuiQ__"
"018e14e4-4267-4baf-8405-32b0b7e0f6ab","20181027_NCC_TMT10plex_15set_Fraction_06.mzid.gz","20181027_NCC_TMT10plex_15set","ICC protocol KBSI","NCC iCC - Proteome","PDC000356","1","99ad4da6-c76a-41a5-a92b-8719bacf5712","National Cancer Center Korea - iCC","Peptide Spectral Matches","Open Standard","Open","8404687","c446146e7fc3532c7a07ffa02ad2b198","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/356/PSM/mzid/20181027_NCC_TMT10plex_15set_Fraction_06.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzM1Ni9QU00vbXppZC8yMDE4MTAyN19OQ0NfVE1UMTBwbGV4XzE1c2V0X0ZyYWN0aW9uXzA2Lm16aWQuZ3oiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjM4ODQ1MjJ9fX1dfQ__&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=asQGN-h~1cjYuSPgGrlMVqb2JSKlhVSvcTs5a1lisHAstCnhI0myOmtt8KwmwUQv6G~Jc1lnm4xGCUUCRld9FuxGV4Shm4r3nh90IwqkenM9ARYgomMusZHrqKb9Ebb4iWR2f1o2ZsuPfTdsC9cahIIVM53RIiEUr6ps3SHhFUajhTvUJnfW3cF7TuVkCktwIFSDIizormWeyhelHMXjXlo~04ZlVwsowDYHY87ZzJqSbC~cijLpUKCujzgxADnEJRBzX3ieRvnWtY0YbTIWhKF-NzKJlNlsP18H3pobQAS6i5UeAsRu3MZYo3wjUSQvV2Ia7nde9a8SImmkR9~HeQ__"
"019e6047-a483-4869-853a-0bcfdbe75ac3","20190429_NCC_TMT10_22set_Frac_05.mzid.gz","20190429_NCC_TMT10_22set","ICC protocol KBSI","NCC iCC - Proteome","PDC000356","1","99ad4da6-c76a-41a5-a92b-8719bacf5712","National Cancer Center Korea - iCC","Peptide Spectral Matches","Open Standard","Open","10367629","6b97c223153ceb963bec20f30e7a94fe","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/356/PSM/mzid/20190429_NCC_TMT10_22set_Frac_05.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzM1Ni9QU00vbXppZC8yMDE5MDQyOV9OQ0NfVE1UMTBfMjJzZXRfRnJhY18wNS5temlkLmd6IiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNzYzODg0NTIyfX19XX0_&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=D3D7k7-la-T6guemLrNws-dDq-cVY2WU8uArDrkifA2SMdskXZXJrHEM3b3iqhFE8k1tPUGkqdIFQYZcW4kJcUPSUL9mDnCL85arikDEkCsULb5vFTC2Apf5KfhEIAbUaeV57vXnQ1TdKX6JOmWHYbqq7NvAZxkeBxG9TAf2u4AmqxjwRH4VNSDVoL63BbNCP8JxDFMgbEr9BewwnSE5cILanmDiBYqPsJZQ47sc0kYYS0y0DY1Twd1kdEOStQLfQWVUXEAh1Wo3fNGADXPa50jcSVdODMS7zKlZkMQY6QRr1RDYOpTH6z6JT13sgSVeiCGnBQ8J2PeQM7~CFSfEvw__"
"0225d3b3-0075-465d-b21f-0159a96f6cd2","20180629_NCC_TMT_2set_Frac-13a.mzid.gz","20180629_NCC_TMT_2set","ICC protocol KBSI","NCC iCC - Proteome","PDC000356","1","99ad4da6-c76a-41a5-a92b-8719bacf5712","National Cancer Center Korea - iCC","Peptide Spectral Matches","Open Standard","Open","12187540","5b1964a0ba445c20c9eac071a827fa42","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/356/PSM/mzid/20180629_NCC_TMT_2set_Frac-13a.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzM1Ni9QU00vbXppZC8yMDE4MDYyOV9OQ0NfVE1UXzJzZXRfRnJhYy0xM2EubXppZC5neiIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2Mzg4NDUyMn19fV19&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Ys4oRtG6d8MULtFrbfo7A0rwmROn-ilmgRAqpGETyp3o1xigPhgou4xuzgOJyBlAqsqY72gZZEpo8Rjg7R-iUZ0IRUbh2iMPAxxHSc807VYAvb7A1XZu~Neex109-dQoUUlfJnea2rlCEIR755Pso5Hykzq2fXQMLvfOobkk0HuLZMFi65mxy9b4XDk-nZUZ9et9ELcSqlEBsakQS7r93eYu42uC59UCyoaht2duEffBNg-i~-Tczkw-0pLoup-rSmOxe10XKgW4VIAA1V2XqhB-7CChtQTJIMcxMS9votPTOki34nA2hVqDamT~wFpaczQzJLKptFY2k5r9nXnt9g__"
"02b42b3f-1f3b-42ad-97d3-28abf51195b9","20190119_NCC_TMT10_09set_Frac_17.mzid.gz","20190119_NCC_TMT10_09set","ICC protocol KBSI","NCC iCC - Proteome","PDC000356","1","99ad4da6-c76a-41a5-a92b-8719bacf5712","National Cancer Center Korea - iCC","Peptide Spectral Matches","Open Standard","Open","7521512","b983e5ecc0111048d2249e565a0fc515","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/356/PSM/mzid/20190119_NCC_TMT10_09set_Frac_17.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzM1Ni9QU00vbXppZC8yMDE5MDExOV9OQ0NfVE1UMTBfMDlzZXRfRnJhY18xNy5temlkLmd6IiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNzYzODg0NTIyfX19XX0_&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=QgA5VIFbyfg7Fu6elNOkPqSP9EtNopcN7x6RSy8Ozgidgexhk~TLO7vqtLsBWi7t0Q~Mou9MxxP2USx-sHjHXl~2o1A03Of5l46L7FsCK8Xk5rLIzoGQdu25NptCEKleNcsff4ZHYDSfBOMBXWZNpK6bUmrG14i5Em9pyOT7du-UARJnkH6~~5HsUSzfbLBvp2cz5j~qBb0iPy47sxNByWl2RnO1441aVCMnCpdQ~tZXHdMwnTdkvVfj~guqxFFQn0fi6vSKbPlUv3D1ZxBIOsJ5CnbSm-yf8dW9jrcrYg8tvos9Q4vrCuoRAA5UAAYoLcsy7DlIrd8-O3ZmskvQNg__"
"039cdf2e-a50d-48db-9221-2f630f0f8751","20180726_NCC_TMT_3set_Frac-10.mzid.gz","20180726_NCC_TMT_3set","ICC protocol KBSI","NCC iCC - Proteome","PDC000356","1","99ad4da6-c76a-41a5-a92b-8719bacf5712","National Cancer Center Korea - iCC","Peptide Spectral Matches","Open Standard","Open","10782647","3769ea6ba39d96939a6c0242f696a919","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/356/PSM/mzid/20180726_NCC_TMT_3set_Frac-10.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzM1Ni9QU00vbXppZC8yMDE4MDcyNl9OQ0NfVE1UXzNzZXRfRnJhYy0xMC5temlkLmd6IiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNzYzODg0NTIyfX19XX0_&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=C6Y6Mj0Dd3Tvb4LFUxlf5p~Sf9lgY3FT~BYKVzuenYDO3cBXcTUE50q3KGqxVMkJB3h19FYqSgF6Rl12xppSBcR14v6rGihqLA0VEVoYGpqdkpW8DRQJpZSSz0UM9q0bz3XwCttVdetq7BXDb~TzRKGk-M0dZzxqcJVDUl6hXfrAydCK0s0kvJvnS9li-wx~IPTrRdU2bzXqfWZqSpZbL7JSACHE1pdc~RZGVFQFpwZuH-Cmt3SbIv-zuiRN7arhSPxJO6p6wHjcj~4~7ElSXnbXgUhr8yIwuE0a3N2MopkjHz~vk7Ybh2k5JbEFcmDkUms-HSJRzCDMYgSVfWgAgQ__"
"03e5e649-c06e-4293-9e13-bc99506b2c46","20181025_NCC_TMT10plex_14set_Fraction_02.mzid.gz","20181025_NCC_TMT10plex_14set","ICC protocol KBSI","NCC iCC - Proteome","PDC000356","1","99ad4da6-c76a-41a5-a92b-8719bacf5712","National Cancer Center Korea - iCC","Peptide Spectral Matches","Open Standard","Open","7228797","b17e8e4a1cbaf944e45ae7040597390e","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/356/PSM/mzid/20181025_NCC_TMT10plex_14set_Fraction_02.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzM1Ni9QU00vbXppZC8yMDE4MTAyNV9OQ0NfVE1UMTBwbGV4XzE0c2V0X0ZyYWN0aW9uXzAyLm16aWQuZ3oiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjM4ODQ1MjJ9fX1dfQ__&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=duVFC0sAjbLajmCrCKXqkywwucAV63K0tsuuWPwC1C2QWDJtWHspP17VzC69J4MesPA1HoIQxegOoFutMTtpgh1gnuJLPz9Y-8sWcuVEmad-p-dbQAca3Na24pz90wmKDU4rgVDDzrizjrAIBpaVCt~3fDzmAViQIyDkHa2sz1iG~IgXp3-jm06SI-M3kUw1rhtCf75ekrMzggaywdu6I2ZhNXZd-TyisDFEX5~BWgXBnhf-pUdvlScPx9~ftG4hn6mqyiLvAi74WLzwDynMV6aZDmwwnfncsfjB~NvuasEg7~AVMEUjqUmSxiRG5X4g48~tvikaGEx37-Z8Gbeg8w__"
"04575c9f-ff34-4237-a37a-86df1069fc16","20180816_NCC_TMT_5set_Frac-07.mzid.gz","20180816_NCC_TMT_5set","ICC protocol KBSI","NCC iCC - Proteome","PDC000356","1","99ad4da6-c76a-41a5-a92b-8719bacf5712","National Cancer Center Korea - iCC","Peptide Spectral Matches","Open Standard","Open","10602959","20e0690bbdd872feac27fd7d55639047","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/356/PSM/mzid/20180816_NCC_TMT_5set_Frac-07.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzM1Ni9QU00vbXppZC8yMDE4MDgxNl9OQ0NfVE1UXzVzZXRfRnJhYy0wNy5temlkLmd6IiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNzYzODg0NTIyfX19XX0_&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=VP75CyJGdAMBiWsI80JoEUG5M3xh63ibu7g0dkVjkbWbxQ0gVnNJs-C6OLe2QyUH1oo8HIEmQBRxNxe0oWdkV-Gu1eQVYQ5c74yedH-EjO1zwjlo4raKNOL3-joxaneDCebAa9OHEblvsjVZkT-RsMgP8nG-HKfqzht70VGLzktH-BDJLaeHqsjF4BO8X3pcoAprZy39LKRQVJbqs2ZIggA4O1QRNbsTKUMqOMhA6y3tWCKF0HHDhVuZrWYRQkojXrDshmwEVaMOZoS5TXAmGkOHVS7j-t9qdyB5pqip0xlWIMIVjK2dNOZjBSOTQ7pHS0VDHjF-gMkP3F9d0WvXzQ__"
"0475ec34-3de8-41d9-8f98-1b495ea1974f","20180926_NCC_TMT10plex_12set_Fraction_08.mzid.gz","20180923_NCC_TMT10plex_12set","ICC protocol KBSI","NCC iCC - Proteome","PDC000356","1","99ad4da6-c76a-41a5-a92b-8719bacf5712","National Cancer Center Korea - iCC","Peptide Spectral Matches","Open Standard","Open","8300775","ec0ee05ec098e41b0e4fba084764acfa","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/356/PSM/mzid/20180926_NCC_TMT10plex_12set_Fraction_08.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzM1Ni9QU00vbXppZC8yMDE4MDkyNl9OQ0NfVE1UMTBwbGV4XzEyc2V0X0ZyYWN0aW9uXzA4Lm16aWQuZ3oiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NjM4ODQ1MjJ9fX1dfQ__&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=QkIw1nQXo-cPn4aOvypnaNFn5Njrj1dRCHwXZ4Fbgzm5HaQuF6lSNI9NREoOA~7y-hDeFyMazNWxSI8whYAJaoXumVEDb0Q-59a7ZFPiDP2paZU3yH8q3xB7ykXbbsJkeKbyugcXK5QNHYeLRdTEwA9W8pIOZZinG8hbIXujrwaIUtsjvkb16W1meS3Hn2Orluaue6VdhRjPrYUh8jzUZV~i8vkglD0jvHijR6xdxw9O~lzT7pQVJe2A1AvPUX5jtni2bgBAa7i-g-FBsQLpWPMZN3ViBGe7Haz6bDqh4n22zToBjNEfI8ulVuQylzwMCYMq6ftNlKFim85tIvO~Uw__"
